X,Y,OBJECTID,SchoolCode,School,PhysicalAddress,ESDCode,ESDName,LEACode,LEAName,SchoolCategory,AYPCode,GradeCategory,LowestGrade,HighestGrade,TK,CongressionalDistrict,LegislativeDistrict,County,GeoCoded_Y,GeoCoded_X,BldgLatitude,BldgLongitude
-13395551.4107614,5841567.03557659,397,1508,Computer Academy Toppenish High School,"143 Ward Road, Toppenish, WA 98948-9100",39801,Educational Service District 105,39202,Toppenish School District,"Public School,Alternative School",A,Other,6,12,No,Congressional District 4,Legislative District 14,Yakima,46.381771,-120.331333,46.3807,-120.3343
-13617099.3958675,6027960.72727759,398,2199,Concord International School,"723 S Concord St, Seattle, WA 98108-4641",17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 7,Legislative District 34,King,47.523611,-122.324691,47.5236,-122.3245
-13554626.8802333,6195854.13237606,399,2577,Concrete Elementary School,"7838 S Superior Ave, Concrete, WA 98237-9340",29801,Northwest Educational Service District 189,29011,Concrete School District,"Public School,Regular School",P,Elementary School,K,5,Yes,Congressional District 2,Legislative District 39,Skagit,48.532024,-121.763293,48.5322,-121.7633
-13554226.1300998,6195870.94288532,400,2810,Concrete High School,"7830 S Superior Ave, Concrete, WA 98237-9340",29801,Northwest Educational Service District 189,29011,Concrete School District,"Public School,Regular School",P,Other,6,12,No,Congressional District 2,Legislative District 39,Skagit,48.53232,-121.759707,48.5323,-121.7597
-13604069.0899599,6195801.69185893,401,5456,Connections Academy,"24828 Turning Point Ct, Sedro Woolley, WA 98284-2400",29801,Northwest Educational Service District 189,29101,Sedro-Woolley School District,"Public School,Alternative School",A,High School,9,12,No,Congressional District 2,Legislative District 39,Skagit,48.532735,-122.206187,48.531888,-122.207447
-13232524.4831837,5887436.78510844,402,2918,Connell Elementary School,"1001 W Clark St, Connell, WA 99326-9703",11801,Educational Service District 123,11051,North Franklin School District,"Public School,Regular School",P,Elementary School,K,6,No,Congressional District 5,Legislative District 16,Franklin,46.663674,-118.869973,46.664222,-118.869804
-13232840.6305651,5887113.18462661,403,3272,Connell High School,"1131 W Clark Pl, Connell, WA 99326-5007",11801,Educational Service District 123,11051,North Franklin School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 5,Legislative District 16,Franklin,46.663772,-118.875147,46.662227,-118.872644
-13231155.1425249,5886861.61144945,404,1889,Connell Preschool,"110 N Chelan Mate Ave, Connell, WA 99326",11801,Educational Service District 123,11051,North Franklin School District,"Public School,Preschool",P,PK Only,PK,PK,No,Congressional District 5,Legislative District 16,Franklin,46.660567,-118.857695,46.660676,-118.857503
-13044093.5443068,6057055.75011899,405,1712,Continuous Curriculum School,"16924 E Wellesley Ave, Spokane Valley, WA 99216-1558",32801,Educational Service District 101,32361,East Valley School District (Spokane),"Public School,Regular School",P,Other,K,8,No,Congressional District 5,Legislative District 4,Spokane,47.699827,-117.177118,47.6998,-117.1771
-13348873.9347738,5821330.95641892,406,1776,Contract Learning Center,"913 W 2nd St, Grandview, WA 98930-1202",39801,Educational Service District 105,39200,Grandview School District,"Public School,Alternative School",A,High School,9,12,No,Congressional District 4,Legislative District 14,Yakima,46.255243,-119.915012,46.25515,-119.914989
-13616468.6374316,6163684.36959199,407,2578,Conway School District 317,"19710 State Route 534, Mount Vernon, WA 98274-8026",29801,Northwest Educational Service District 189,29317,Conway School District,"Public School,Regular School",P,Other,K,8,No,Congressional District 2,Legislative District 39,Skagit,48.340417,-122.318797,48.340472,-122.318834
-13064275.7645975,6055021.52255489,408,2129,Cooper Elementary School,"3200 N Ferrall St, Spokane, WA 99217-6980",32801,Educational Service District 101,32081,Spokane School District,"Public School,Regular School",P,Elementary School,PK,5,Yes,Congressional District 5,Legislative District 6,Spokane,47.687555,-117.358665,47.6875,-117.3584
-13637244.6228723,6241241.28099224,409,5239,Cordata Elementary School,"4420 Aldrich Rd, Bellingham, WA 98226-9680",29801,Northwest Educational Service District 189,37501,Bellingham School District,"Public School,Regular School",P,Elementary School,PK,5,Yes,Congressional District 2,Legislative District 42,Whatcom,48.801422,-122.505676,48.801472,-122.505468
-13778245.7032589,5934386.20809538,410,3326,Cosmopolis Elementary School,"1439 4th St, Cosmopolis, WA 98537-3961",34801,Capital Region ESD 113,14099,Cosmopolis School District,"Public School,Regular School",P,Elementary School,K,6,Yes,Congressional District 6,Legislative District 19,Grays Harbor,46.952699,-123.77191,46.952885,-123.772102
-13589812.7608193,6064557.69635072,411,3234,Cottage Lake Elementary School,"15940 Avondale Rd NE, Woodinville, WA 98072-9167",17801,Puget Sound Educational Service District 121,17417,Northshore School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 8,Legislative District 45,King,47.744721,-122.079473,47.745135,-122.07938
-13652899.7353305,6047632.96126541,412,4014,Cottonwood Elementary School (Bremerton),"330 NE Foster Rd, Bremerton, WA 98311-9207",18801,Olympic Educational Service District 114,18401,Central Kitsap School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 6,Legislative District 23,Kitsap,47.642866,-122.646018,47.6428,-122.6461
-13277499.3421009,5811065.45317596,413,5220,Cottonwood Elementary School (Kennewick),"16734 S Cottonwood Creek Blvd, Kennewick, WA 99338-9191",11801,Educational Service District 123,3017,Kennewick School District,"Public School,Affiliated With District",P,Elementary School,K,5,No,Congressional District 4,Legislative District 8,Benton,46.191603,-119.274224,46.19135,-119.27382
-13428969.511342,5874838.67212481,414,4448,Cottonwood Elementary School (Yakima),"1041 S 96th Ave, Yakima, WA 98908-9746",39801,Educational Service District 105,39208,West Valley School District (Yakima),"Public School,Regular School",P,Elementary School,K,5,Yes,Congressional District 4,Legislative District 15,Yakima,46.586482,-120.634509,46.5865,-120.6345
-13605143.6677863,6130627.00524046,415,4576,Cougar Creek Elementary School,"16216 11th Ave NE, Arlington, WA 98223-9709",29801,Northwest Educational Service District 189,31306,Lakewood School District,"Public School,Regular School",P,Elementary School,K,5,No,Congressional District 2,Legislative District 10,Snohomish,48.142746,-122.217129,48.1427,-122.2171
-13621296.7098791,5945219.89918104,416,4578,Cougar Mountain Middle School (Graham),"5108 260th St E, Graham, WA 98338-9609",17801,Puget Sound Educational Service District 121,27403,Bethel School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 8,Legislative District 2,Pierce,47.019382,-122.362378,47.019275,-122.362205
-13588136.8518053,6029373.74840737,417,5674,Cougar Mountain Middle School (Issaquah),"1929 NW Talus Dr, Issaquah, WA 98027-5511",17801,Puget Sound Educational Service District 121,17411,Issaquah School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 8,Legislative District 5,King,47.532159,-122.064505,47.532171,-122.064325
-13594045.1320408,6034276.69981835,418,4375,Cougar Ridge Elementary School,"4630 167th Ave SE, Bellevue, WA 98006-5837",17801,Puget Sound Educational Service District 121,17411,Issaquah School District,"Public School,Regular School",P,Elementary School,K,5,No,Congressional District 9,Legislative District 41,King,47.561935,-122.117407,47.5619,-122.1174
-13661760.7642124,6054277.50745939,419,4341,Cougar Valley Elementary School,"13200 Olympic View Rd NW, Silverdale, WA 98383-9763",18801,Olympic Educational Service District 114,18401,Central Kitsap School District,"Public School,Regular School",P,Elementary School,PK,5,Yes,Congressional District 6,Legislative District 23,Kitsap,47.682978,-122.725641,47.683,-122.7257
-13279695.5285066,6042816.49088964,420,2693,Coulee City Elementary School,"410 W Locust St, Coulee City, WA 99115-5001",4801,North Central Educational Service District 171,13151,Coulee-Hartline School District,"Public School,Regular School",P,Elementary School,K,5,No,Congressional District 4,Legislative District 13,Grant,47.614036,-119.293702,47.613641,-119.293549
-13279695.5285066,6042816.49088964,421,2304,Coulee City Middle School,"410 W Locust St, Coulee City, WA 99115-5001",4801,North Central Educational Service District 171,13151,Coulee-Hartline School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 4,Legislative District 13,Grant,47.614036,-119.293702,47.613641,-119.293549
-13657584.4883993,6142101.17338492,422,3664,Coupeville Elementary School,"6 S Main St, Coupeville, WA 98239-3518",29801,Northwest Educational Service District 189,15204,Coupeville School District,"Public School,Regular School",P,Elementary School,PK,5,Yes,Congressional District 2,Legislative District 10,Island,48.21141,-122.688212,48.211433,-122.688184
-13657206.1136032,6141319.58160195,423,2625,Coupeville High School,"501 S Main St, Coupeville, WA 98239-3516",29801,Northwest Educational Service District 189,15204,Coupeville School District,"Public School,Regular School",P,High School,9,12,No,Congressional District 2,Legislative District 10,Island,48.20675,-122.684768,48.206754,-122.684785
-13657206.1136032,6141319.58160195,424,4004,Coupeville Middle School,"501 S Main St, Coupeville, WA 98239-3516",29801,Northwest Educational Service District 189,15204,Coupeville School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 2,Legislative District 10,Island,48.20675,-122.684768,48.206754,-122.684785
-13657206.1136032,6141319.58160195,425,5412,Coupeville Open Academy,"501 S Main St, Coupeville, WA 98239-3516",29801,Northwest Educational Service District 189,15204,Coupeville School District,"Public School,Re-Engagement School",R,High School,9,12,No,Congressional District 2,Legislative District 10,Island,48.20675,-122.684768,48.206754,-122.684785
-13596048.1083839,6002790.48682232,426,3388,Covington Elementary School,"25811 156th Ave SE, Covington, WA 98042-4202",17801,Puget Sound Educational Service District 121,17415,Kent School District,"Public School,Regular School",P,Elementary School,PK,5,No,Congressional District 8,Legislative District 47,King,47.370791,-122.135083,47.37069,-122.135393
-13643315.1781223,5727431.24088744,427,3320,Covington Middle School,"11200 NE Rosewood Ave, Vancouver, WA 98662-5447",6801,Educational Service District 112,6114,Evergreen School District (Clark),"Public School,Regular School",P,Middle School,6,8,No,Congressional District 3,Legislative District 18,Clark,45.668912,-122.560684,45.6688,-122.56
-13679894.745788,5803438.47913759,428,3322,Coweeman Middle School,"2000 Allen St, Kelso, WA 98626-5002",6801,Educational Service District 112,8458,Kelso School District,"Public School,Regular School",P,Middle School,6,8,No,Congressional District 3,Legislative District 19,Cowlitz,46.143799,-122.888668,46.1439,-122.8886
-13683329.0628618,5802898.64816895,429,3294,Cowlitz County Youth Services Center,"1725 1st Ave, Longview, WA 98632-3274",99999,Office of Superintendent of Public Instruction,6801,Educational Service District 112,Detention Center,J,Other,6,12,No,Congressional District 3,Legislative District 19,Cowlitz,46.140568,-122.919754,46.14054,-122.919451
-13675484.5949739,5851258.95871567,430,5190,Cowlitz Prairie Academy,"130 N 5th St, Toledo, WA 98591",34801,Capital Region ESD 113,21237,Toledo School District,"Public School,Affiliated With District",P,Other,7,12,No,Congressional District 3,Legislative District 20,Lewis,46.440688,-122.848943,46.440729,-122.848983
-13637802.0445825,5967463.76300846,431,5411,CPSD Open Doors Program,"5504 112th St SW, Lakewood, WA 98499-3066",17801,Puget Sound Educational Service District 121,27400,Clover Park School District,"Public School,Re-Engagement School",R,High School,9,12,No,Congressional District 10,Legislative District 28,Pierce,47.155189,-122.510314,47.155329,-122.510475
-13230430.0069555,5890144.30559593,432,5499,CRCC-Open Doors,"1301 N Ephrata Ave, Connell, WA 99326-9601",11801,Educational Service District 123,11051,North Franklin School District,"Public School,Re-Engagement School",R,High School,9,12,No,Congressional District 5,Legislative District 16,Franklin,46.678834,-118.850506,46.680911,-118.850989
-13064398.6590484,6068673.4590419,433,5572,Creekside Elementary School (Mead),"3525 E Hastings Ave, Mead, WA 99021-9215",32801,Educational Service District 101,32354,Mead School District,"Public School,Affiliated With District",P,Elementary School,PK,5,No,Congressional District 5,Legislative District 6,Spokane,47.769941,-117.359644,47.769991,-117.359504
-13588067.2754947,6039671.19479657,434,5201,Creekside Elementary School (Sammamish),"20777 SE 16th St, Sammamish, WA 98075-9264",17801,Puget Sound Educational Service District 121,17411,Issaquah School District,"Public School,Regular School",P,Elementary School,K,5,No,Congressional District 8,Legislative District 41,King,47.594699,-122.063761,47.59459,-122.0637
-13647445.0629513,6158013.62800642,435,3377,Crescent Harbor Elementary School,"330 E Crescent Harbor Rd, Oak Harbor, WA 98277-9142",29801,Northwest Educational Service District 189,15201,Oak Harbor School District,"Public School,Regular School",P,Elementary School,K,4,No,Congressional District 2,Legislative District 10,Island,48.306337,-122.597092,48.3066,-122.5971
